TableName                | EntryIndex   | EntryName
X86MemOffsOperand        | 0            | offset16_16
X86MemOffsOperand        | 1            | offset16_32
X86MemOffsOperand        | 2            | offset16_8
X86MemOffsOperand        | 3            | offset32_16
X86MemOffsOperand        | 4            | offset32_32
X86MemOffsOperand        | 5            | offset32_64
X86MemOffsOperand        | 6            | offset32_8
X86MemOffsOperand        | 7            | offset64_16
X86MemOffsOperand        | 8            | offset64_32
X86MemOffsOperand        | 9            | offset64_64
X86MemOffsOperand        | 10           | offset64_8
